@relation page-blocks-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.supervised.attribute.Discretize-Rfirst-last-weka.filters.unsupervised.instance.Resample-S1-Z10.0

@attribute height {'\'(-inf-2.5]\'','\'(2.5-3.5]\'','\'(3.5-6.5]\'','\'(6.5-12.5]\'','\'(12.5-26.5]\'','\'(26.5-92]\'','\'(92-inf)\''}
@attribute lenght {'\'(-inf-1.5]\'','\'(1.5-2.5]\'','\'(2.5-5.5]\'','\'(5.5-30.5]\'','\'(30.5-32.5]\'','\'(32.5-535.5]\'','\'(535.5-inf)\''}
@attribute area {'\'(-inf-19.5]\'','\'(19.5-47.5]\'','\'(47.5-214.5]\'','\'(214.5-849]\'','\'(849-1069]\'','\'(1069-1077]\'','\'(1077-8711.5]\'','\'(8711.5-21773.5]\'','\'(21773.5-inf)\''}
@attribute eccen {'\'(-inf-0.236]\'','\'(0.236-0.5485]\'','\'(0.5485-1.3605]\'','\'(1.3605-6.755]\'','\'(6.755-34.9445]\'','\'(34.9445-66.9375]\'','\'(66.9375-inf)\''}
@attribute p_black {'\'(-inf-0.1595]\'','\'(0.1595-0.3255]\'','\'(0.3255-0.4595]\'','\'(0.4595-0.6105]\'','\'(0.6105-0.7175]\'','\'(0.7175-0.954]\'','\'(0.954-0.999]\'','\'(0.999-inf)\''}
@attribute p_and {'\'(-inf-0.2995]\'','\'(0.2995-0.5585]\'','\'(0.5585-0.6955]\'','\'(0.6955-0.9995]\'','\'(0.9995-inf)\''}
@attribute mean_tr {'\'(-inf-2.965]\'','\'(2.965-6.21]\'','\'(6.21-9.66]\'','\'(9.66-21.38]\'','\'(21.38-inf)\''}
@attribute blackpix {'\'(-inf-17.5]\'','\'(17.5-156.5]\'','\'(156.5-400.5]\'','\'(400.5-526]\'','\'(526-639.5]\'','\'(639.5-4096.5]\'','\'(4096.5-10800.5]\'','\'(10800.5-inf)\''}
@attribute blackand {'\'(-inf-14.5]\'','\'(14.5-37.5]\'','\'(37.5-70.5]\'','\'(70.5-214.5]\'','\'(214.5-530.5]\'','\'(530.5-803]\'','\'(803-4884.5]\'','\'(4884.5-12099.5]\'','\'(12099.5-23196.5]\'','\'(23196.5-inf)\''}
@attribute wb_trans {'\'(-inf-1.5]\'','\'(1.5-7.5]\'','\'(7.5-30.5]\'','\'(30.5-785]\'','\'(785-inf)\''}
@attribute class {1,2,3,4,5}

@data
'\'(6.5-12.5]\'','\'(2.5-5.5]\'','\'(19.5-47.5]\'','\'(0.5485-1.3605]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(-inf-17.5]\'','\'(37.5-70.5]\'','\'(1.5-7.5]\'',1
'\'(6.5-12.5]\'','\'(30.5-32.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.1595-0.3255]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(-inf-2.5]\'','\'(32.5-535.5]\'','\'(47.5-214.5]\'','\'(34.9445-66.9375]\'','\'(0.4595-0.6105]\'','\'(0.9995-inf)\'','\'(9.66-21.38]\'','\'(17.5-156.5]\'','\'(37.5-70.5]\'','\'(1.5-7.5]\'',2
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(7.5-30.5]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(6.755-34.9445]\'','\'(0.1595-0.3255]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(530.5-803]\'','\'(30.5-785]\'',1
'\'(2.5-3.5]\'','\'(2.5-5.5]\'','\'(-inf-19.5]\'','\'(0.5485-1.3605]\'','\'(0.7175-0.954]\'','\'(0.6955-0.9995]\'','\'(6.21-9.66]\'','\'(-inf-17.5]\'','\'(-inf-14.5]\'','\'(-inf-1.5]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(6.755-34.9445]\'','\'(0.4595-0.6105]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(12.5-26.5]\'','\'(32.5-535.5]\'','\'(1077-8711.5]\'','\'(6.755-34.9445]\'','\'(0.1595-0.3255]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(639.5-4096.5]\'','\'(803-4884.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(7.5-30.5]\'',1
'\'(3.5-6.5]\'','\'(2.5-5.5]\'','\'(19.5-47.5]\'','\'(0.5485-1.3605]\'','\'(0.3255-0.4595]\'','\'(0.9995-inf)\'','\'(-inf-2.965]\'','\'(-inf-17.5]\'','\'(14.5-37.5]\'','\'(1.5-7.5]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(1.3605-6.755]\'','\'(0.1595-0.3255]\'','\'(0.5585-0.6955]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(7.5-30.5]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(1077-8711.5]\'','\'(34.9445-66.9375]\'','\'(-inf-0.1595]\'','\'(0.5585-0.6955]\'','\'(-inf-2.965]\'','\'(639.5-4096.5]\'','\'(803-4884.5]\'','\'(30.5-785]\'',1
'\'(-inf-2.5]\'','\'(32.5-535.5]\'','\'(47.5-214.5]\'','\'(66.9375-inf)\'','\'(0.954-0.999]\'','\'(0.9995-inf)\'','\'(21.38-inf)\'','\'(156.5-400.5]\'','\'(70.5-214.5]\'','\'(1.5-7.5]\'',2
'\'(12.5-26.5]\'','\'(32.5-535.5]\'','\'(1077-8711.5]\'','\'(1.3605-6.755]\'','\'(-inf-0.1595]\'','\'(0.2995-0.5585]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(803-4884.5]\'','\'(30.5-785]\'',1
'\'(12.5-26.5]\'','\'(32.5-535.5]\'','\'(1077-8711.5]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.5585-0.6955]\'','\'(2.965-6.21]\'','\'(526-639.5]\'','\'(803-4884.5]\'','\'(30.5-785]\'',1
'\'(-inf-2.5]\'','\'(5.5-30.5]\'','\'(19.5-47.5]\'','\'(6.755-34.9445]\'','\'(0.1595-0.3255]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(-inf-17.5]\'','\'(14.5-37.5]\'','\'(1.5-7.5]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(849-1069]\'','\'(6.755-34.9445]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(530.5-803]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(1.3605-6.755]\'','\'(0.1595-0.3255]\'','\'(0.5585-0.6955]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(7.5-30.5]\'',1
'\'(12.5-26.5]\'','\'(30.5-32.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.1595-0.3255]\'','\'(0.2995-0.5585]\'','\'(2.965-6.21]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(7.5-30.5]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(1077-8711.5]\'','\'(6.755-34.9445]\'','\'(0.1595-0.3255]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(803-4884.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.5585-0.6955]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(849-1069]\'','\'(6.755-34.9445]\'','\'(0.1595-0.3255]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(530.5-803]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(30.5-32.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(3.5-6.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(37.5-70.5]\'','\'(7.5-30.5]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.4595-0.6105]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(6.755-34.9445]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(530.5-803]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(7.5-30.5]\'',1
'\'(12.5-26.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.1595-0.3255]\'','\'(0.2995-0.5585]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(6.755-34.9445]\'','\'(0.1595-0.3255]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(530.5-803]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.1595-0.3255]\'','\'(0.5585-0.6955]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.1595-0.3255]\'','\'(0.5585-0.6955]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(7.5-30.5]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(1.3605-6.755]\'','\'(0.4595-0.6105]\'','\'(0.5585-0.6955]\'','\'(6.21-9.66]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(7.5-30.5]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.1595-0.3255]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(7.5-30.5]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(0.5485-1.3605]\'','\'(0.4595-0.6105]\'','\'(0.9995-inf)\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(37.5-70.5]\'','\'(7.5-30.5]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(849-1069]\'','\'(6.755-34.9445]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(400.5-526]\'','\'(530.5-803]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(1077-8711.5]\'','\'(6.755-34.9445]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(400.5-526]\'','\'(803-4884.5]\'','\'(30.5-785]\'',1
'\'(3.5-6.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(1.3605-6.755]\'','\'(0.1595-0.3255]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(1077-8711.5]\'','\'(34.9445-66.9375]\'','\'(-inf-0.1595]\'','\'(0.2995-0.5585]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(803-4884.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.1595-0.3255]\'','\'(0.5585-0.6955]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.1595-0.3255]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(6.755-34.9445]\'','\'(0.1595-0.3255]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.1595-0.3255]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(849-1069]\'','\'(6.755-34.9445]\'','\'(0.1595-0.3255]\'','\'(0.5585-0.6955]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(530.5-803]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.5585-0.6955]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(7.5-30.5]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(849-1069]\'','\'(6.755-34.9445]\'','\'(-inf-0.1595]\'','\'(0.2995-0.5585]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(26.5-92]\'','\'(32.5-535.5]\'','\'(8711.5-21773.5]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.2995-0.5585]\'','\'(21.38-inf)\'','\'(4096.5-10800.5]\'','\'(4884.5-12099.5]\'','\'(30.5-785]\'',3
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.1595-0.3255]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(12.5-26.5]\'','\'(5.5-30.5]\'','\'(214.5-849]\'','\'(0.5485-1.3605]\'','\'(0.4595-0.6105]\'','\'(0.6955-0.9995]\'','\'(9.66-21.38]\'','\'(156.5-400.5]\'','\'(214.5-530.5]\'','\'(7.5-30.5]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(30.5-785]\'',1
'\'(26.5-92]\'','\'(32.5-535.5]\'','\'(1077-8711.5]\'','\'(1.3605-6.755]\'','\'(0.1595-0.3255]\'','\'(0.2995-0.5585]\'','\'(6.21-9.66]\'','\'(639.5-4096.5]\'','\'(803-4884.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(30.5-32.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(30.5-785]\'',1
'\'(-inf-2.5]\'','\'(5.5-30.5]\'','\'(19.5-47.5]\'','\'(6.755-34.9445]\'','\'(0.7175-0.954]\'','\'(0.9995-inf)\'','\'(6.21-9.66]\'','\'(-inf-17.5]\'','\'(14.5-37.5]\'','\'(1.5-7.5]\'',2
'\'(12.5-26.5]\'','\'(32.5-535.5]\'','\'(1077-8711.5]\'','\'(6.755-34.9445]\'','\'(0.4595-0.6105]\'','\'(0.6955-0.9995]\'','\'(6.21-9.66]\'','\'(639.5-4096.5]\'','\'(803-4884.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(0.5485-1.3605]\'','\'(0.4595-0.6105]\'','\'(0.6955-0.9995]\'','\'(6.21-9.66]\'','\'(17.5-156.5]\'','\'(37.5-70.5]\'','\'(1.5-7.5]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(6.755-34.9445]\'','\'(0.4595-0.6105]\'','\'(0.6955-0.9995]\'','\'(2.965-6.21]\'','\'(400.5-526]\'','\'(530.5-803]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(849-1069]\'','\'(6.755-34.9445]\'','\'(0.1595-0.3255]\'','\'(0.2995-0.5585]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(0.5485-1.3605]\'','\'(0.4595-0.6105]\'','\'(0.9995-inf)\'','\'(2.965-6.21]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(7.5-30.5]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(2.965-6.21]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(7.5-30.5]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.4595-0.6105]\'','\'(0.6955-0.9995]\'','\'(6.21-9.66]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(7.5-30.5]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(0.5485-1.3605]\'','\'(0.3255-0.4595]\'','\'(0.9995-inf)\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(7.5-30.5]\'',1
'\'(26.5-92]\'','\'(-inf-1.5]\'','\'(19.5-47.5]\'','\'(-inf-0.236]\'','\'(0.999-inf)\'','\'(0.9995-inf)\'','\'(21.38-inf)\'','\'(17.5-156.5]\'','\'(14.5-37.5]\'','\'(-inf-1.5]\'',4
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.9995-inf)\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(7.5-30.5]\'',1
'\'(26.5-92]\'','\'(32.5-535.5]\'','\'(8711.5-21773.5]\'','\'(1.3605-6.755]\'','\'(0.1595-0.3255]\'','\'(0.5585-0.6955]\'','\'(6.21-9.66]\'','\'(4096.5-10800.5]\'','\'(12099.5-23196.5]\'','\'(785-inf)\'',5
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(1077-8711.5]\'','\'(6.755-34.9445]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(526-639.5]\'','\'(803-4884.5]\'','\'(30.5-785]\'',1
'\'(-inf-2.5]\'','\'(32.5-535.5]\'','\'(1069-1077]\'','\'(66.9375-inf)\'','\'(0.4595-0.6105]\'','\'(0.5585-0.6955]\'','\'(21.38-inf)\'','\'(526-639.5]\'','\'(530.5-803]\'','\'(1.5-7.5]\'',2
'\'(6.5-12.5]\'','\'(2.5-5.5]\'','\'(19.5-47.5]\'','\'(0.5485-1.3605]\'','\'(0.6105-0.7175]\'','\'(0.6955-0.9995]\'','\'(9.66-21.38]\'','\'(17.5-156.5]\'','\'(37.5-70.5]\'','\'(1.5-7.5]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.4595-0.6105]\'','\'(0.6955-0.9995]\'','\'(6.21-9.66]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(7.5-30.5]\'',1
'\'(3.5-6.5]\'','\'(5.5-30.5]\'','\'(19.5-47.5]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.9995-inf)\'','\'(-inf-2.965]\'','\'(-inf-17.5]\'','\'(14.5-37.5]\'','\'(7.5-30.5]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(1077-8711.5]\'','\'(34.9445-66.9375]\'','\'(-inf-0.1595]\'','\'(0.2995-0.5585]\'','\'(-inf-2.965]\'','\'(639.5-4096.5]\'','\'(803-4884.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(849-1069]\'','\'(6.755-34.9445]\'','\'(0.1595-0.3255]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(803-4884.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.3255-0.4595]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(156.5-400.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(3.5-6.5]\'','\'(32.5-535.5]\'','\'(849-1069]\'','\'(34.9445-66.9375]\'','\'(-inf-0.1595]\'','\'(0.5585-0.6955]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(530.5-803]\'','\'(30.5-785]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(1.3605-6.755]\'','\'(0.4595-0.6105]\'','\'(0.6955-0.9995]\'','\'(6.21-9.66]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(7.5-30.5]\'',1
'\'(3.5-6.5]\'','\'(2.5-5.5]\'','\'(19.5-47.5]\'','\'(0.5485-1.3605]\'','\'(0.4595-0.6105]\'','\'(0.9995-inf)\'','\'(-inf-2.965]\'','\'(-inf-17.5]\'','\'(14.5-37.5]\'','\'(1.5-7.5]\'',1
'\'(6.5-12.5]\'','\'(5.5-30.5]\'','\'(47.5-214.5]\'','\'(1.3605-6.755]\'','\'(0.1595-0.3255]\'','\'(0.6955-0.9995]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(70.5-214.5]\'','\'(7.5-30.5]\'',1
'\'(6.5-12.5]\'','\'(32.5-535.5]\'','\'(214.5-849]\'','\'(1.3605-6.755]\'','\'(0.1595-0.3255]\'','\'(0.5585-0.6955]\'','\'(-inf-2.965]\'','\'(17.5-156.5]\'','\'(214.5-530.5]\'','\'(30.5-785]\'',1
'\'(12.5-26.5]\'','\'(32.5-535.5]\'','\'(1077-8711.5]\'','\'(6.755-34.9445]\'','\'(0.3255-0.4595]\'','\'(0.5585-0.6955]\'','\'(2.965-6.21]\'','\'(639.5-4096.5]\'','\'(803-4884.5]\'','\'(30.5-785]\'',1
